unique_id,taluka,disease,date,confirmed_cases,true_cases,taluka_true_cases,taluka_confirmed_cases,population,vacancy_rate,lab_capacity,public_reporting_rate,private_reporting_rate,private_ari_reports,private_fever_reports,antimalarial_sales,rifampicin_sales,taluka_antimalarial_sales,taluka_rifampicin_sales,rainfall_mm,humidity,temperature,mobility_index,pharma_scale,total_beds,occupied_beds,available_beds
Taluka_017__Dengue,Taluka_017,Dengue,2024-10-07,9,22,46,17,328167,0.19,0.534,0.507,0.467,4,15,31,11,118,39,47.40203373339075,61.60847319544784,31.141282274567665,1.057,1.872,656,257,399
Taluka_017__Malaria,Taluka_017,Malaria,2024-10-07,4,9,46,17,328167,0.19,0.534,0.497,0.467,1,5,29,9,118,39,47.40203373339075,61.60847319544784,31.141282274567665,1.057,1.872,656,257,399
Taluka_017__Influenza,Taluka_017,Influenza,2024-10-07,3,11,46,17,328167,0.19,0.534,0.486,0.467,9,3,30,10,118,39,47.40203373339075,61.60847319544784,31.141282274567665,1.057,1.872,656,257,399
Taluka_017__Cholera,Taluka_017,Cholera,2024-10-07,1,4,46,17,328167,0.19,0.534,0.515,0.467,1,2,28,9,118,39,47.40203373339075,61.60847319544784,31.141282274567665,1.057,1.872,656,257,399
Taluka_017__Dengue,Taluka_017,Dengue,2024-10-14,4,13,39,18,328167,0.19,0.497,0.542,0.415,3,4,29,11,122,41,56.056429160993105,64.27725964368872,28.900940983302934,0.916,1.872,656,253,403
Taluka_017__Malaria,Taluka_017,Malaria,2024-10-14,7,12,39,18,328167,0.19,0.497,0.538,0.415,2,8,31,10,122,41,56.056429160993105,64.27725964368872,28.900940983302934,0.916,1.872,656,253,403
Taluka_017__Influenza,Taluka_017,Influenza,2024-10-14,4,10,39,18,328167,0.19,0.497,0.413,0.415,6,5,32,10,122,41,56.056429160993105,64.27725964368872,28.900940983302934,0.916,1.872,656,253,403
Taluka_017__Cholera,Taluka_017,Cholera,2024-10-14,3,4,39,18,328167,0.19,0.497,0.399,0.415,0,1,30,10,122,41,56.056429160993105,64.27725964368872,28.900940983302934,0.916,1.872,656,253,403
Taluka_017__Dengue,Taluka_017,Dengue,2024-10-21,7,18,38,18,328167,0.19,0.494,0.444,0.514,4,12,38,9,135,32,71.47048401433906,55.190130099941946,31.674332443159287,1.059,1.872,656,252,404
Taluka_017__Malaria,Taluka_017,Malaria,2024-10-21,3,10,38,18,328167,0.19,0.494,0.492,0.514,2,5,32,9,135,32,71.47048401433906,55.190130099941946,31.674332443159287,1.059,1.872,656,252,404
Taluka_017__Influenza,Taluka_017,Influenza,2024-10-21,4,6,38,18,328167,0.19,0.494,0.416,0.514,3,5,34,6,135,32,71.47048401433906,55.190130099941946,31.674332443159287,1.059,1.872,656,252,404
Taluka_017__Cholera,Taluka_017,Cholera,2024-10-21,4,4,38,18,328167,0.19,0.494,0.516,0.514,0,0,31,8,135,32,71.47048401433906,55.190130099941946,31.674332443159287,1.059,1.872,656,252,404
Taluka_017__Dengue,Taluka_017,Dengue,2024-10-28,6,15,31,14,328167,0.19,0.483,0.345,0.451,2,3,24,11,84,42,27.197330481043245,62.814570137540294,28.802070928213233,0.903,1.872,656,248,408
Taluka_017__Malaria,Taluka_017,Malaria,2024-10-28,2,5,31,14,328167,0.19,0.483,0.513,0.451,1,5,18,11,84,42,27.197330481043245,62.814570137540294,28.802070928213233,0.903,1.872,656,248,408
Taluka_017__Influenza,Taluka_017,Influenza,2024-10-28,5,8,31,14,328167,0.19,0.483,0.545,0.451,4,7,21,9,84,42,27.197330481043245,62.814570137540294,28.802070928213233,0.903,1.872,656,248,408
Taluka_017__Cholera,Taluka_017,Cholera,2024-10-28,1,3,31,14,328167,0.19,0.483,0.592,0.451,1,3,21,11,84,42,27.197330481043245,62.814570137540294,28.802070928213233,0.903,1.872,656,248,408
Taluka_017__Dengue,Taluka_017,Dengue,2024-11-04,2,8,32,12,328167,0.19,0.463,0.425,0.511,2,4,19,8,79,30,6.682977088784992,62.40904188313521,23.909249481428592,1.114,1.872,656,248,408
Taluka_017__Malaria,Taluka_017,Malaria,2024-11-04,3,9,32,12,328167,0.19,0.463,0.498,0.511,1,5,21,7,79,30,6.682977088784992,62.40904188313521,23.909249481428592,1.114,1.872,656,248,408
Taluka_017__Influenza,Taluka_017,Influenza,2024-11-04,6,10,32,12,328167,0.19,0.463,0.533,0.511,8,3,20,7,79,30,6.682977088784992,62.40904188313521,23.909249481428592,1.114,1.872,656,248,408
Taluka_017__Cholera,Taluka_017,Cholera,2024-11-04,1,5,32,12,328167,0.19,0.463,0.485,0.511,0,3,19,8,79,30,6.682977088784992,62.40904188313521,23.909249481428592,1.114,1.872,656,248,408
Taluka_017__Dengue,Taluka_017,Dengue,2024-11-11,3,8,24,9,328167,0.19,0.47,0.477,0.549,0,5,24,10,98,42,27.396202020063082,51.749924468644934,30.33947985201437,0.875,1.872,656,244,412
Taluka_017__Malaria,Taluka_017,Malaria,2024-11-11,3,9,24,9,328167,0.19,0.47,0.512,0.549,1,4,24,10,98,42,27.396202020063082,51.749924468644934,30.33947985201437,0.875,1.872,656,244,412
Taluka_017__Influenza,Taluka_017,Influenza,2024-11-11,1,4,24,9,328167,0.19,0.47,0.578,0.549,3,2,26,11,98,42,27.396202020063082,51.749924468644934,30.33947985201437,0.875,1.872,656,244,412
Taluka_017__Cholera,Taluka_017,Cholera,2024-11-11,2,3,24,9,328167,0.19,0.47,0.468,0.549,0,1,24,11,98,42,27.396202020063082,51.749924468644934,30.33947985201437,0.875,1.872,656,244,412
Taluka_017__Dengue,Taluka_017,Dengue,2024-11-18,6,17,34,12,328167,0.19,0.552,0.413,0.531,5,12,24,10,91,34,16.41152886873187,53.34036648866407,33.398409807369994,1.068,1.872,656,250,406
Taluka_017__Malaria,Taluka_017,Malaria,2024-11-18,0,2,34,12,328167,0.19,0.552,0.425,0.531,3,0,20,8,91,34,16.41152886873187,53.34036648866407,33.398409807369994,1.068,1.872,656,250,406
Taluka_017__Influenza,Taluka_017,Influenza,2024-11-18,5,12,34,12,328167,0.19,0.552,0.53,0.531,8,11,25,8,91,34,16.41152886873187,53.34036648866407,33.398409807369994,1.068,1.872,656,250,406
Taluka_017__Cholera,Taluka_017,Cholera,2024-11-18,1,3,34,12,328167,0.19,0.552,0.536,0.531,2,0,22,8,91,34,16.41152886873187,53.34036648866407,33.398409807369994,1.068,1.872,656,250,406
Taluka_017__Dengue,Taluka_017,Dengue,2024-11-25,4,12,33,13,328167,0.19,0.515,0.522,0.543,1,4,21,9,82,31,17.271955340536856,51.104562428367515,25.32772598309462,1.089,1.872,656,249,407
Taluka_017__Malaria,Taluka_017,Malaria,2024-11-25,3,8,33,13,328167,0.19,0.515,0.508,0.543,1,2,20,8,82,31,17.271955340536856,51.104562428367515,25.32772598309462,1.089,1.872,656,249,407
Taluka_017__Influenza,Taluka_017,Influenza,2024-11-25,5,11,33,13,328167,0.19,0.515,0.621,0.543,3,1,23,8,82,31,17.271955340536856,51.104562428367515,25.32772598309462,1.089,1.872,656,249,407
Taluka_017__Cholera,Taluka_017,Cholera,2024-11-25,1,2,33,13,328167,0.19,0.515,0.509,0.543,0,2,18,6,82,31,17.271955340536856,51.104562428367515,25.32772598309462,1.089,1.872,656,249,407
Taluka_017__Dengue,Taluka_017,Dengue,2024-12-02,11,22,103,43,328167,0.19,0.636,0.452,0.589,7,13,24,8,103,35,4.025946437212466,55.55709763096784,17.409322627703745,1.645,1.872,656,291,365
Taluka_017__Malaria,Taluka_017,Malaria,2024-12-02,3,7,103,43,328167,0.19,0.636,0.49,0.589,1,3,21,6,103,35,4.025946437212466,55.55709763096784,17.409322627703745,1.645,1.872,656,291,365
Taluka_017__Influenza,Taluka_017,Influenza,2024-12-02,28,71,103,43,328167,0.19,0.636,0.533,0.589,43,47,38,13,103,35,4.025946437212466,55.55709763096784,17.409322627703745,1.645,1.872,656,291,365
Taluka_017__Cholera,Taluka_017,Cholera,2024-12-02,1,3,103,43,328167,0.19,0.636,0.461,0.589,1,1,20,8,103,35,4.025946437212466,55.55709763096784,17.409322627703745,1.645,1.872,656,291,365
Taluka_017__Dengue,Taluka_017,Dengue,2024-12-09,3,6,40,15,328167,0.19,0.513,0.424,0.571,0,2,20,10,87,45,20.18772303806417,52.69892872670609,21.970941637449954,0.741,1.872,656,253,403
Taluka_017__Malaria,Taluka_017,Malaria,2024-12-09,2,5,40,15,328167,0.19,0.513,0.49,0.571,1,1,20,11,87,45,20.18772303806417,52.69892872670609,21.970941637449954,0.741,1.872,656,253,403
Taluka_017__Influenza,Taluka_017,Influenza,2024-12-09,10,29,40,15,328167,0.19,0.513,0.515,0.571,13,21,28,13,87,45,20.18772303806417,52.69892872670609,21.970941637449954,0.741,1.872,656,253,403
Taluka_017__Cholera,Taluka_017,Cholera,2024-12-09,0,0,40,15,328167,0.19,0.513,0.483,0.571,0,0,19,11,87,45,20.18772303806417,52.69892872670609,21.970941637449954,0.741,1.872,656,253,403
Taluka_017__Dengue,Taluka_017,Dengue,2024-12-16,4,12,70,21,328167,0.19,0.529,0.373,0.683,1,8,21,10,85,40,5.456192240860084,62.88915170063007,23.306829400269752,1.217,1.872,656,271,385
Taluka_017__Malaria,Taluka_017,Malaria,2024-12-16,2,9,70,21,328167,0.19,0.529,0.579,0.683,2,7,20,10,85,40,5.456192240860084,62.88915170063007,23.306829400269752,1.217,1.872,656,271,385
Taluka_017__Influenza,Taluka_017,Influenza,2024-12-16,14,46,70,21,328167,0.19,0.529,0.472,0.683,35,22,27,12,85,40,5.456192240860084,62.88915170063007,23.306829400269752,1.217,1.872,656,271,385
Taluka_017__Cholera,Taluka_017,Cholera,2024-12-16,1,3,70,21,328167,0.19,0.529,0.481,0.683,1,0,17,8,85,40,5.456192240860084,62.88915170063007,23.306829400269752,1.217,1.872,656,271,385
Taluka_017__Dengue,Taluka_017,Dengue,2024-12-23,7,13,66,26,328167,0.19,0.475,0.496,0.599,2,3,18,8,80,34,3.241995214133051,46.01836888471109,24.457707877512636,1.084,1.872,656,269,387
Taluka_017__Malaria,Taluka_017,Malaria,2024-12-23,4,11,66,26,328167,0.19,0.475,0.438,0.599,4,5,18,7,80,34,3.241995214133051,46.01836888471109,24.457707877512636,1.084,1.872,656,269,387
Taluka_017__Influenza,Taluka_017,Influenza,2024-12-23,14,39,66,26,328167,0.19,0.475,0.345,0.599,22,27,29,11,80,34,3.241995214133051,46.01836888471109,24.457707877512636,1.084,1.872,656,269,387
Taluka_017__Cholera,Taluka_017,Cholera,2024-12-23,1,3,66,26,328167,0.19,0.475,0.477,0.599,2,5,15,8,80,34,3.241995214133051,46.01836888471109,24.457707877512636,1.084,1.872,656,269,387
Taluka_017__Dengue,Taluka_017,Dengue,2024-12-30,9,18,77,40,328167,0.19,0.553,0.437,0.687,4,6,20,7,84,33,1.8653380972805387,61.424828650514534,20.6353885909867,1.139,1.872,656,275,381
Taluka_017__Malaria,Taluka_017,Malaria,2024-12-30,8,11,77,40,328167,0.19,0.553,0.493,0.687,3,11,19,7,84,33,1.8653380972805387,61.424828650514534,20.6353885909867,1.139,1.872,656,275,381
Taluka_017__Influenza,Taluka_017,Influenza,2024-12-30,20,42,77,40,328167,0.19,0.553,0.475,0.687,32,20,27,11,84,33,1.8653380972805387,61.424828650514534,20.6353885909867,1.139,1.872,656,275,381
Taluka_017__Cholera,Taluka_017,Cholera,2024-12-30,3,6,77,40,328167,0.19,0.553,0.384,0.687,1,4,18,8,84,33,1.8653380972805387,61.424828650514534,20.6353885909867,1.139,1.872,656,275,381
Taluka_017__Dengue,Taluka_017,Dengue,2025-01-06,1,7,51,18,328167,0.19,0.517,0.544,0.67,2,3,20,8,91,38,15.682059548073886,50.6755727997601,22.305392341882687,1.087,1.872,656,260,396
Taluka_017__Malaria,Taluka_017,Malaria,2025-01-06,0,4,51,18,328167,0.19,0.517,0.509,0.67,0,1,23,9,91,38,15.682059548073886,50.6755727997601,22.305392341882687,1.087,1.872,656,260,396
Taluka_017__Influenza,Taluka_017,Influenza,2025-01-06,17,39,51,18,328167,0.19,0.517,0.483,0.67,25,23,29,12,91,38,15.682059548073886,50.6755727997601,22.305392341882687,1.087,1.872,656,260,396
Taluka_017__Cholera,Taluka_017,Cholera,2025-01-06,0,1,51,18,328167,0.19,0.517,0.432,0.67,0,0,19,9,91,38,15.682059548073886,50.6755727997601,22.305392341882687,1.087,1.872,656,260,396
Taluka_017__Dengue,Taluka_017,Dengue,2025-01-13,7,12,69,27,328167,0.19,0.54,0.449,0.653,4,3,22,9,95,36,14.094971789769843,61.26891942917845,19.204005553462398,1.225,1.872,656,271,385
Taluka_017__Malaria,Taluka_017,Malaria,2025-01-13,3,10,69,27,328167,0.19,0.54,0.407,0.653,3,3,22,7,95,36,14.094971789769843,61.26891942917845,19.204005553462398,1.225,1.872,656,271,385
Taluka_017__Influenza,Taluka_017,Influenza,2025-01-13,16,46,69,27,328167,0.19,0.54,0.471,0.653,32,30,32,12,95,36,14.094971789769843,61.26891942917845,19.204005553462398,1.225,1.872,656,271,385
Taluka_017__Cholera,Taluka_017,Cholera,2025-01-13,1,1,69,27,328167,0.19,0.54,0.528,0.653,0,2,19,8,95,36,14.094971789769843,61.26891942917845,19.204005553462398,1.225,1.872,656,271,385
Taluka_017__Dengue,Taluka_017,Dengue,2025-01-20,7,13,53,25,328167,0.19,0.436,0.495,0.601,3,11,24,9,96,31,10.82791868516082,59.02392444664498,22.479037977192565,1.059,1.872,656,261,395
Taluka_017__Malaria,Taluka_017,Malaria,2025-01-20,2,6,53,25,328167,0.19,0.436,0.546,0.601,2,1,23,7,96,31,10.82791868516082,59.02392444664498,22.479037977192565,1.059,1.872,656,261,395
Taluka_017__Influenza,Taluka_017,Influenza,2025-01-20,15,29,53,25,328167,0.19,0.436,0.427,0.601,23,19,30,9,96,31,10.82791868516082,59.02392444664498,22.479037977192565,1.059,1.872,656,261,395
Taluka_017__Cholera,Taluka_017,Cholera,2025-01-20,1,5,53,25,328167,0.19,0.436,0.466,0.601,0,5,19,6,96,31,10.82791868516082,59.02392444664498,22.479037977192565,1.059,1.872,656,261,395
Taluka_017__Dengue,Taluka_017,Dengue,2025-01-27,10,18,76,33,328167,0.19,0.494,0.486,0.714,1,4,23,12,89,46,11.673237199241054,55.817575466864405,18.330605121557646,1.132,1.872,656,275,381
Taluka_017__Malaria,Taluka_017,Malaria,2025-01-27,5,9,76,33,328167,0.19,0.494,0.463,0.714,2,2,20,10,89,46,11.673237199241054,55.817575466864405,18.330605121557646,1.132,1.872,656,275,381
Taluka_017__Influenza,Taluka_017,Influenza,2025-01-27,18,48,76,33,328167,0.19,0.494,0.339,0.714,28,20,30,15,89,46,11.673237199241054,55.817575466864405,18.330605121557646,1.132,1.872,656,275,381
Taluka_017__Cholera,Taluka_017,Cholera,2025-01-27,0,1,76,33,328167,0.19,0.494,0.47,0.714,0,0,16,9,89,46,11.673237199241054,55.817575466864405,18.330605121557646,1.132,1.872,656,275,381
Taluka_017__Dengue,Taluka_017,Dengue,2025-02-03,3,5,36,21,328167,0.19,0.65,0.42,0.753,1,1,17,7,70,33,10.353993764675979,63.367574166080075,25.120146834579987,1.007,1.872,656,251,405
Taluka_017__Malaria,Taluka_017,Malaria,2025-02-03,3,8,36,21,328167,0.19,0.65,0.528,0.753,0,0,16,8,70,33,10.353993764675979,63.367574166080075,25.120146834579987,1.007,1.872,656,251,405
Taluka_017__Influenza,Taluka_017,Influenza,2025-02-03,13,21,36,21,328167,0.19,0.65,0.436,0.753,16,8,21,10,70,33,10.353993764675979,63.367574166080075,25.120146834579987,1.007,1.872,656,251,405
Taluka_017__Cholera,Taluka_017,Cholera,2025-02-03,2,2,36,21,328167,0.19,0.65,0.498,0.753,0,0,16,8,70,33,10.353993764675979,63.367574166080075,25.120146834579987,1.007,1.872,656,251,405
Taluka_017__Dengue,Taluka_017,Dengue,2025-02-10,1,5,50,21,328167,0.19,0.575,0.487,0.831,1,2,16,10,81,43,0.6627881516345244,44.37527936731698,17.995139984469628,0.95,1.872,656,259,397
Taluka_017__Malaria,Taluka_017,Malaria,2025-02-10,1,3,50,21,328167,0.19,0.575,0.458,0.831,0,0,15,9,81,43,0.6627881516345244,44.37527936731698,17.995139984469628,0.95,1.872,656,259,397
Taluka_017__Influenza,Taluka_017,Influenza,2025-02-10,19,41,50,21,328167,0.19,0.575,0.368,0.831,26,21,31,15,81,43,0.6627881516345244,44.37527936731698,17.995139984469628,0.95,1.872,656,259,397
Taluka_017__Cholera,Taluka_017,Cholera,2025-02-10,0,1,50,21,328167,0.19,0.575,0.439,0.831,0,1,19,9,81,43,0.6627881516345244,44.37527936731698,17.995139984469628,0.95,1.872,656,259,397
Taluka_017__Dengue,Taluka_017,Dengue,2025-02-17,2,11,51,24,328167,0.19,0.519,0.468,0.72,1,7,20,11,82,41,12.01076904280079,59.10652854733269,25.625648232835548,0.819,1.872,656,260,396
Taluka_017__Malaria,Taluka_017,Malaria,2025-02-17,3,4,51,24,328167,0.19,0.519,0.544,0.72,1,4,20,10,82,41,12.01076904280079,59.10652854733269,25.625648232835548,0.819,1.872,656,260,396
Taluka_017__Influenza,Taluka_017,Influenza,2025-02-17,18,34,51,24,328167,0.19,0.519,0.551,0.72,14,8,26,12,82,41,12.01076904280079,59.10652854733269,25.625648232835548,0.819,1.872,656,260,396
Taluka_017__Cholera,Taluka_017,Cholera,2025-02-17,1,2,51,24,328167,0.19,0.519,0.464,0.72,1,0,16,8,82,41,12.01076904280079,59.10652854733269,25.625648232835548,0.819,1.872,656,260,396
Taluka_017__Dengue,Taluka_017,Dengue,2025-02-24,10,19,60,31,328167,0.19,0.397,0.539,0.788,2,9,20,8,82,36,8.726885946486735,60.23769854459671,25.87610882969461,1.024,1.872,656,265,391
Taluka_017__Malaria,Taluka_017,Malaria,2025-02-24,4,5,60,31,328167,0.19,0.397,0.485,0.788,2,2,19,9,82,36,8.726885946486735,60.23769854459671,25.87610882969461,1.024,1.872,656,265,391
Taluka_017__Influenza,Taluka_017,Influenza,2025-02-24,16,34,60,31,328167,0.19,0.397,0.473,0.788,15,24,28,12,82,36,8.726885946486735,60.23769854459671,25.87610882969461,1.024,1.872,656,265,391
Taluka_017__Cholera,Taluka_017,Cholera,2025-02-24,1,2,60,31,328167,0.19,0.397,0.471,0.788,0,3,15,7,82,36,8.726885946486735,60.23769854459671,25.87610882969461,1.024,1.872,656,265,391
Taluka_017__Dengue,Taluka_017,Dengue,2025-03-03,4,8,24,13,328167,0.19,0.507,0.476,0.875,1,2,19,9,81,36,9.314992706658625,57.65002320434226,28.12955900031701,1.004,1.872,656,244,412
Taluka_017__Malaria,Taluka_017,Malaria,2025-03-03,3,5,24,13,328167,0.19,0.507,0.46,0.875,0,1,20,9,81,36,9.314992706658625,57.65002320434226,28.12955900031701,1.004,1.872,656,244,412
Taluka_017__Influenza,Taluka_017,Influenza,2025-03-03,3,7,24,13,328167,0.19,0.507,0.489,0.875,4,4,21,9,81,36,9.314992706658625,57.65002320434226,28.12955900031701,1.004,1.872,656,244,412
Taluka_017__Cholera,Taluka_017,Cholera,2025-03-03,3,4,24,13,328167,0.19,0.507,0.485,0.875,0,3,21,9,81,36,9.314992706658625,57.65002320434226,28.12955900031701,1.004,1.872,656,244,412
Taluka_017__Dengue,Taluka_017,Dengue,2025-03-10,4,16,30,13,328167,0.19,0.539,0.495,0.853,2,8,19,12,77,43,0.0,55.657193496963885,24.085426980180433,1.017,1.872,656,247,409
Taluka_017__Malaria,Taluka_017,Malaria,2025-03-10,6,9,30,13,328167,0.19,0.539,0.509,0.853,3,6,21,9,77,43,0.0,55.657193496963885,24.085426980180433,1.017,1.872,656,247,409
Taluka_017__Influenza,Taluka_017,Influenza,2025-03-10,2,4,30,13,328167,0.19,0.539,0.478,0.853,3,1,18,11,77,43,0.0,55.657193496963885,24.085426980180433,1.017,1.872,656,247,409
Taluka_017__Cholera,Taluka_017,Cholera,2025-03-10,1,1,30,13,328167,0.19,0.539,0.507,0.853,0,0,19,11,77,43,0.0,55.657193496963885,24.085426980180433,1.017,1.872,656,247,409
Taluka_017__Dengue,Taluka_017,Dengue,2025-03-17,4,9,19,11,328167,0.19,0.509,0.532,0.844,0,3,19,11,71,40,7.458097546318359,64.83237952561547,25.988943888682112,0.882,1.872,656,241,415
Taluka_017__Malaria,Taluka_017,Malaria,2025-03-17,4,6,19,11,328167,0.19,0.509,0.625,0.844,1,3,17,10,71,40,7.458097546318359,64.83237952561547,25.988943888682112,0.882,1.872,656,241,415
Taluka_017__Influenza,Taluka_017,Influenza,2025-03-17,2,3,19,11,328167,0.19,0.509,0.361,0.844,4,3,19,9,71,40,7.458097546318359,64.83237952561547,25.988943888682112,0.882,1.872,656,241,415
Taluka_017__Cholera,Taluka_017,Cholera,2025-03-17,1,1,19,11,328167,0.19,0.509,0.558,0.844,0,0,16,10,71,40,7.458097546318359,64.83237952561547,25.988943888682112,0.882,1.872,656,241,415
Taluka_017__Dengue,Taluka_017,Dengue,2025-03-24,1,7,25,7,328167,0.19,0.51,0.516,0.822,2,2,19,8,70,31,8.157203521426608,53.414930672217224,25.255348610600166,0.919,1.872,656,244,412
Taluka_017__Malaria,Taluka_017,Malaria,2025-03-24,2,6,25,7,328167,0.19,0.51,0.539,0.822,1,5,16,7,70,31,8.157203521426608,53.414930672217224,25.255348610600166,0.919,1.872,656,244,412
Taluka_017__Influenza,Taluka_017,Influenza,2025-03-24,4,12,25,7,328167,0.19,0.51,0.538,0.822,6,6,18,8,70,31,8.157203521426608,53.414930672217224,25.255348610600166,0.919,1.872,656,244,412
Taluka_017__Cholera,Taluka_017,Cholera,2025-03-24,0,0,25,7,328167,0.19,0.51,0.529,0.822,0,1,17,8,70,31,8.157203521426608,53.414930672217224,25.255348610600166,0.919,1.872,656,244,412
Taluka_017__Dengue,Taluka_017,Dengue,2025-03-31,7,15,34,12,328167,0.19,0.55,0.495,0.888,3,8,21,10,73,40,3.791576471841638,56.64651888126357,25.94056995088782,1.178,1.872,656,250,406
Taluka_017__Malaria,Taluka_017,Malaria,2025-03-31,0,2,34,12,328167,0.19,0.55,0.454,0.888,0,1,15,10,73,40,3.791576471841638,56.64651888126357,25.94056995088782,1.178,1.872,656,250,406
Taluka_017__Influenza,Taluka_017,Influenza,2025-03-31,5,13,34,12,328167,0.19,0.55,0.438,0.888,7,9,19,11,73,40,3.791576471841638,56.64651888126357,25.94056995088782,1.178,1.872,656,250,406
Taluka_017__Cholera,Taluka_017,Cholera,2025-03-31,0,4,34,12,328167,0.19,0.55,0.429,0.888,0,1,18,9,73,40,3.791576471841638,56.64651888126357,25.94056995088782,1.178,1.872,656,250,406
Taluka_017__Dengue,Taluka_017,Dengue,2025-04-07,9,17,50,25,328167,0.19,0.52,0.439,0.949,2,11,22,11,90,39,7.908139586161946,45.24889801490911,26.342145175027355,1.21,1.872,656,259,397
Taluka_017__Malaria,Taluka_017,Malaria,2025-04-07,9,14,50,25,328167,0.19,0.52,0.516,0.949,1,3,24,9,90,39,7.908139586161946,45.24889801490911,26.342145175027355,1.21,1.872,656,259,397
Taluka_017__Influenza,Taluka_017,Influenza,2025-04-07,6,18,50,25,328167,0.19,0.52,0.554,0.949,10,6,24,10,90,39,7.908139586161946,45.24889801490911,26.342145175027355,1.21,1.872,656,259,397
Taluka_017__Cholera,Taluka_017,Cholera,2025-04-07,1,1,50,25,328167,0.19,0.52,0.545,0.949,0,0,20,9,90,39,7.908139586161946,45.24889801490911,26.342145175027355,1.21,1.872,656,259,397
Taluka_017__Dengue,Taluka_017,Dengue,2025-04-14,10,13,30,18,328167,0.19,0.48,0.534,0.942,4,8,18,8,68,31,10.5916254235373,60.117376168466876,23.589659569469177,0.895,1.872,656,247,409
Taluka_017__Malaria,Taluka_017,Malaria,2025-04-14,4,8,30,18,328167,0.19,0.48,0.534,0.942,0,2,18,8,68,31,10.5916254235373,60.117376168466876,23.589659569469177,0.895,1.872,656,247,409
Taluka_017__Influenza,Taluka_017,Influenza,2025-04-14,2,7,30,18,328167,0.19,0.48,0.421,0.942,5,2,17,8,68,31,10.5916254235373,60.117376168466876,23.589659569469177,0.895,1.872,656,247,409
Taluka_017__Cholera,Taluka_017,Cholera,2025-04-14,2,2,30,18,328167,0.19,0.48,0.544,0.942,2,0,15,7,68,31,10.5916254235373,60.117376168466876,23.589659569469177,0.895,1.872,656,247,409
Taluka_017__Dengue,Taluka_017,Dengue,2025-04-21,4,6,28,12,328167,0.19,0.531,0.516,0.986,1,2,19,7,77,27,0.0,57.06960134837004,26.492815454701176,1.017,1.872,656,246,410
Taluka_017__Malaria,Taluka_017,Malaria,2025-04-21,5,9,28,12,328167,0.19,0.531,0.474,0.986,2,6,21,7,77,27,0.0,57.06960134837004,26.492815454701176,1.017,1.872,656,246,410
Taluka_017__Influenza,Taluka_017,Influenza,2025-04-21,2,10,28,12,328167,0.19,0.531,0.51,0.986,7,4,21,7,77,27,0.0,57.06960134837004,26.492815454701176,1.017,1.872,656,246,410
Taluka_017__Cholera,Taluka_017,Cholera,2025-04-21,1,3,28,12,328167,0.19,0.531,0.534,0.986,0,0,16,6,77,27,0.0,57.06960134837004,26.492815454701176,1.017,1.872,656,246,410
Taluka_017__Dengue,Taluka_017,Dengue,2025-04-28,6,11,33,15,328167,0.19,0.582,0.475,0.975,2,8,24,8,90,33,19.371116817968655,61.3247521907431,26.861833338336233,0.97,1.872,656,249,407
Taluka_017__Malaria,Taluka_017,Malaria,2025-04-28,2,8,33,15,328167,0.19,0.582,0.538,0.975,1,4,23,8,90,33,19.371116817968655,61.3247521907431,26.861833338336233,0.97,1.872,656,249,407
Taluka_017__Influenza,Taluka_017,Influenza,2025-04-28,5,10,33,15,328167,0.19,0.582,0.444,0.975,7,7,21,8,90,33,19.371116817968655,61.3247521907431,26.861833338336233,0.97,1.872,656,249,407
Taluka_017__Cholera,Taluka_017,Cholera,2025-04-28,2,4,33,15,328167,0.19,0.582,0.492,0.975,0,1,22,9,90,33,19.371116817968655,61.3247521907431,26.861833338336233,0.97,1.872,656,249,407
Taluka_017__Dengue,Taluka_017,Dengue,2025-05-05,6,12,38,16,328167,0.19,0.455,0.539,0.99,2,4,18,10,74,40,13.594896162435571,63.945080466762604,20.212313642024014,1.006,1.872,656,252,404
Taluka_017__Malaria,Taluka_017,Malaria,2025-05-05,2,4,38,16,328167,0.19,0.455,0.536,0.99,1,2,18,9,74,40,13.594896162435571,63.945080466762604,20.212313642024014,1.006,1.872,656,252,404
Taluka_017__Influenza,Taluka_017,Influenza,2025-05-05,6,16,38,16,328167,0.19,0.455,0.462,0.99,12,6,20,11,74,40,13.594896162435571,63.945080466762604,20.212313642024014,1.006,1.872,656,252,404
Taluka_017__Cholera,Taluka_017,Cholera,2025-05-05,2,6,38,16,328167,0.19,0.455,0.427,0.99,1,6,18,10,74,40,13.594896162435571,63.945080466762604,20.212313642024014,1.006,1.872,656,252,404
Taluka_017__Dengue,Taluka_017,Dengue,2025-05-12,8,16,34,18,328167,0.19,0.484,0.532,0.99,7,6,24,9,88,38,27.814262127902502,56.631720259855875,26.262809141733488,1.083,1.872,656,250,406
Taluka_017__Malaria,Taluka_017,Malaria,2025-05-12,2,6,34,18,328167,0.19,0.484,0.514,0.99,1,1,20,10,88,38,27.814262127902502,56.631720259855875,26.262809141733488,1.083,1.872,656,250,406
Taluka_017__Influenza,Taluka_017,Influenza,2025-05-12,7,10,34,18,328167,0.19,0.484,0.518,0.99,5,5,24,11,88,38,27.814262127902502,56.631720259855875,26.262809141733488,1.083,1.872,656,250,406
Taluka_017__Cholera,Taluka_017,Cholera,2025-05-12,1,2,34,18,328167,0.19,0.484,0.511,0.99,0,1,20,8,88,38,27.814262127902502,56.631720259855875,26.262809141733488,1.083,1.872,656,250,406
